"468,""02"",""effry"",""EFFRY"",""effry"",""Effry"",""E160"",""EFR"",""02500"",""275"",""02275"",""5"",""17"",""6"",""353"",""406"",""400"",""127"",""2.77"",""4"",""49.9333"",""1831"",""55472"",""+35904"",""495530"",""134"",""223"""
"469,""02"",""jumigny"",""JUMIGNY"",""jumigny"",""Jumigny"",""J525"",""JMKN"",""02160"",""396"",""02396"",""2"",""12"",""6"",""69"",""68"",""100"",""27"",""2.49"",""3.71667"",""49.4167"",""1534"",""54902"",""+34302"",""492441"",""55"",""173"""
"470,""02"",""chaourse"",""CHAOURSE"",""chaourse"",""Chaourse"",""C620"",""XRS"",""02340"",""160"",""02160"",""2"",""26"",""6"",""535"",""522"",""600"",""28"",""18.6"",""4"",""49.7"",""1845"",""55227"",""+35951"",""494215"",""102"",""187"""
"471,""02"",""saint-remy-blanzy"",""SAINT-REMY-BLANZY"",""saint remy blanzy"",""Saint-Rémy-Blanzy"",""S53651452"",""SNTRMBLNS"",""02210"",""693"",""02693"",""4"",""24"",""6"",""234"",""203"",""200"",""16"",""13.99"",""3.3"",""49.2333"",""1081"",""54713"",""+31835"",""491428"",""96"",""208"""
"472,""02"",""beaumont-en-beine"",""BEAUMONT-EN-BEINE"",""beaumont en beine"",""Beaumont-en-Beine"",""B53515"",""BMNTNBN"",""02300"",""056"",""02056"",""2"",""09"",""6"",""161"",""137"",""200"",""29"",""5.41"",""3.13333"",""49.7"",""884"",""55208"",""+30757"",""494115"",""72"",""147"""
"473,""02"",""plessier-huleu"",""LE PLESSIER-HULEU"",""le plessier huleu"",""Le Plessier-Huleu"",""L14264"",""LPLSRHL"",""02210"",""606"",""02606"",""4"",""24"",""6"",""76"",""77"",""100"",""14"",""5.2"",""3.35"",""49.2333"",""1120"",""54710"",""+32041"",""491419"",""132"",""203"""
"474,""02"",""estrees-02"",""ESTREES"",""estrees"",""Estrées"",""E2362"",""ESTRS"",""02420"",""291"",""02291"",""3"",""06"",""6"",""416"",""446"",""400"",""59"",""7.04"",""3.28333"",""49.9667"",""1057"",""55520"",""+31717"",""495805"",""97"",""149"""
"475,""02"",""baulne-en-brie"",""BAULNE-EN-BRIE"",""baulne en brie"",""Baulne-en-Brie"",""B4516"",""BLNNBR"",""02330"",""053"",""02053"",""1"",""10"",""6"",""288"",""237"",""300"",""15"",""18.89"",""3.61667"",""48.9833"",""1419"",""54430"",""+33650"",""485914"",""82"",""243"""
"476,""02"",""guivry"",""GUIVRY"",""guivry"",""Guivry"",""G160"",""KFR"",""02300"",""362"",""02362"",""2"",""09"",""6"",""263"",""221"",""300"",""36"",""7.15"",""3.11667"",""49.65"",""870"",""55163"",""+30709"",""493848"",""73"",""180"""
"477,""02"",""variscourt"",""VARISCOURT"",""variscourt"",""Variscourt"",""V6263"",""FRSKRT"",""02190"",""761"",""02761"",""2"",""21"",""6"",""214"",""109"",""200"",""38"",""5.56"",""3.98333"",""49.4167"",""1832"",""54909"",""+35908"",""492504"",""54"",""80"""
"478,""02"",""chatillon-sur-oise"",""CHATILLON-SUR-OISE"",""chatillon sur oise"",""Châtillon-sur-Oise"",""C345262"",""XTLNSRS"",""02240"",""170"",""02170"",""3"",""20"",""6"",""129"",""129"",""100"",""49"",""2.62"",""3.4"",""49.7833"",""1204"",""55324"",""+32512"",""494730"",""61"",""119"""
"479,""02"",""soissons"",""SOISSONS"",""soissons"",""Soissons"",""S520"",""SSNS"",""02200"",""722"",""02722"",""4"",""99"",""4"",""28646"",""29439"",""28500"",""2325"",""12.32"",""3.33333"",""49.3667"",""1096"",""54868"",""+31921"",""492252"",""38"",""130"""
"480,""02"",""bray-saint-christophe"",""BRAY-SAINT-CHRISTOPHE"",""bray saint christophe"",""Bray-Saint-Christophe"",""B625326231"",""BRSNTXRSTF"",""02480"",""117"",""02117"",""3"",""29"",""6"",""80"",""68"",""100"",""27"",""2.88"",""3.15"",""49.7667"",""897"",""55301"",""+30838"",""494615"",""66"",""91"""
"481,""02"",""herie-la-vieville"",""LE HERIE-LA-VIEVILLE"",""le herie la vieville"",""Le Hérie-la-Viéville"",""L6414"",""LHRLFFL"",""02120"",""379"",""02379"",""5"",""27"",""6"",""239"",""243"",""200"",""25"",""9.27"",""3.63333"",""49.8167"",""1454"",""55358"",""+33841"",""494920"",""82"",""152"""
"482,""02"",""aubenton"",""AUBENTON"",""aubenton"",""Aubenton"",""A1535"",""ABNTN"",""02500"",""031"",""02031"",""5"",""02"",""5"",""713"",""713"",""700"",""30"",""23.7"",""4.2"",""49.8333"",""2076"",""55374"",""+41217"",""495012"",""168"",""259"""
"483,""02"",""braye"",""BRAYE"",""braye"",""Braye"",""B600"",""BRY"",""02880"",""118"",""02118"",""4"",""32"",""6"",""120"",""131"",""100"",""89"",""1.34"",""3.36667"",""49.4333"",""1148"",""54915"",""+32212"",""492524"",""57"",""148"""
"484,""02"",""brissay-choigny"",""BRISSAY-CHOIGNY"",""brissay choigny"",""Brissay-Choigny"",""B625"",""BRSXKN"",""02240"",""123"",""02123"",""3"",""20"",""6"",""317"",""301"",""300"",""35"",""8.98"",""3.36667"",""49.7167"",""1157"",""55245"",""+32241"",""494314"",""52"",""113"""
"485,""02"",""remaucourt-02"",""REMAUCOURT"",""remaucourt"",""Remaucourt"",""R5263"",""RMKRT"",""02100"",""637"",""02637"",""3"",""39"",""6"",""319"",""372"",""300"",""50"",""6.35"",""3.33333"",""49.9"",""1116"",""55440"",""+32029"",""495347"",""78"",""144"""
"486,""02"",""seraucourt-le-grand"",""SERAUCOURT-LE-GRAND"",""seraucourt le grand"",""Seraucourt-le-Grand"",""S626342653"",""SRKRTLKRNT"",""02790"",""710"",""02710"",""3"",""29"",""6"",""789"",""713"",""800"",""74"",""10.56"",""3.21667"",""49.7833"",""974"",""55311"",""+31246"",""494648"",""67"",""99"""
"487,""02"",""berry-au-bac"",""BERRY-AU-BAC"",""berry au bac"",""Berry-au-Bac"",""B612"",""BRBK"",""02190"",""073"",""02073"",""2"",""21"",""6"",""575"",""528"",""500"",""70"",""8.1"",""3.9"",""49.4"",""1739"",""54893"",""+35405"",""492413"",""50"",""91"""
"488,""02"",""vivaise"",""VIVAISE"",""vivaise"",""Vivaise"",""V200"",""FFS"",""02870"",""821"",""02821"",""2"",""18"",""6"",""768"",""702"",""800"",""85"",""9.02"",""3.56667"",""49.6167"",""1360"",""55135"",""+33340"",""493716"",""65"",""118"""
"489,""02"",""proviseux-et-plesnoy"",""PROVISEUX-ET-PLESNOY"",""proviseux et plesnoy"",""Proviseux-et-Plesnoy"",""P61231425"",""PRFSKSTPLSN"",""02190"",""627"",""02627"",""2"",""21"",""6"",""116"",""102"",""100"",""10"",""11.21"",""4"",""49.4667"",""1859"",""54961"",""+40035"",""492754"",""73"",""143"""
"490,""02"",""caumont-02"",""CAUMONT"",""caumont"",""Caumont"",""C530"",""KMNT"",""02300"",""145"",""02145"",""2"",""09"",""6"",""562"",""474"",""600"",""98"",""5.71"",""3.18333"",""49.6167"",""934"",""55146"",""+31039"",""493754"",""56"",""156"""
"491,""02"",""villers-le-sec-02"",""VILLERS-LE-SEC"",""villers le sec"",""Villers-le-Sec"",""V46242"",""FLRSLSK"",""02240"",""813"",""02813"",""3"",""25"",""6"",""277"",""236"",""300"",""26"",""10.57"",""3.5"",""49.7833"",""1293"",""55310"",""+33002"",""494643"",""74"",""134"""
"492,""02"",""vichel-nanteuil"",""VICHEL-NANTEUIL"",""vichel nanteuil"",""Vichel-Nanteuil"",""V24534"",""FXLNNTL"",""02210"",""796"",""02796"",""1"",""22"",""6"",""95"",""86"",""100"",""14"",""6.39"",""3.28333"",""49.1833"",""1059"",""54653"",""+31722"",""491116"",""77"",""173"""
"493,""02"",""romery-02"",""ROMERY"",""romery"",""Romery"",""R560"",""RMR"",""02120"",""654"",""02654"",""5"",""16"",""6"",""84"",""63"",""100"",""21"",""3.96"",""3.73333"",""49.9"",""1542"",""55441"",""+34328"",""495350"",""102"",""168"""
"494,""02"",""fontaine-les-clercs"",""FONTAINE-LES-CLERCS"",""fontaine les clercs"",""Fontaine-lès-Clercs"",""F53542462"",""FNTNLSKLRKS"",""02680"",""320"",""02320"",""3"",""29"",""6"",""289"",""274"",""300"",""54"",""5.33"",""3.21667"",""49.8"",""985"",""55340"",""+31322"",""494821"",""67"",""102"""
"495,""02"",""chery-les-pouilly"",""CHERY-LES-POUILLY"",""chery les pouilly"",""Chéry-lès-Pouilly"",""C64214"",""XRLSPL"",""02000"",""180"",""02180"",""2"",""13"",""6"",""673"",""644"",""700"",""39"",""17.22"",""3.6"",""49.65"",""1410"",""55175"",""+33619"",""493927"",""59"",""116"""
"496,""02"",""pithon"",""PITHON"",""pithon"",""Pithon"",""P350"",""P0N"",""02480"",""604"",""02604"",""3"",""29"",""6"",""75"",""98"",""100"",""30"",""2.44"",""3.1"",""49.75"",""845"",""55281"",""+30550"",""494511"",""60"",""88"""
"497,""02"",""beaurieux-02"",""BEAURIEUX"",""beaurieux"",""Beaurieux"",""B620"",""BRKS"",""02160"",""058"",""02058"",""2"",""12"",""6"",""793"",""705"",""800"",""81"",""9.69"",""3.73333"",""49.4"",""1556"",""54880"",""+34413"",""492332"",""46"",""176"""
"498,""02"",""sinceny"",""SINCENY"",""sinceny"",""Sinceny"",""S525"",""SNSN"",""02300"",""719"",""02719"",""2"",""09"",""6"",""2152"",""2156"",""2200"",""163"",""13.13"",""3.25"",""49.6"",""1011"",""55107"",""+31448"",""493546"",""42"",""113"""
"1777,""05"",""saint-julien-en-beauchene"",""SAINT-JULIEN-EN-BEAUCHENE"",""saint julien en beauchene"",""Saint-Julien-en-Beauchêne"",""S53245125"",""SNTJLNNBXN"",""05140"",""146"",""05146"",""2"",""03"",""6"",""128"",""108"",""100"",""2"",""59.43"",""5.7"",""44.6167"",""3748"",""49574"",""+54235"",""443658"",""847"",""2365"""
"1778,""05"",""saint-firmin-05"",""SAINT-FIRMIN"",""saint firmin"",""Saint-Firmin"",""S53165"",""SNTFRMN"",""05800"",""142"",""05142"",""2"",""20"",""5"",""477"",""438"",""500"",""21"",""22.39"",""6.02917"",""44.7814"",""4103"",""49757"",""+60145"",""444653"",""767"",""2776"""
"1779,""05"",""chabestan"",""CHABESTAN"",""chabestan"",""Chabestan"",""C1235"",""XBSTN"",""05400"",""028"",""05028"",""2"",""24"",""6"",""153"",""126"",""100"",""12"",""12.2"",""5.78333"",""44.4833"",""3829"",""49420"",""+54659"",""442841"",""715"",""1360"""
"1780,""05"",""val-des-pres"",""VAL-DES-PRES"",""val des pres"",""Val-des-Prés"",""V432162"",""FLTSPRS"",""05100"",""174"",""05174"",""1"",""06"",""6"",""541"",""453"",""500"",""12"",""44.77"",""6.68333"",""44.95"",""4824"",""49943"",""+64042"",""445654"",""1338"",""2761"""
"1781,""05"",""sorbiers-05"",""SORBIERS"",""sorbiers"",""Sorbiers"",""S6162"",""SRBRS"",""05150"",""169"",""05169"",""2"",""17"",""6"",""41"",""54"",""0"",""2"",""13.93"",""5.56667"",""44.3667"",""3585"",""49305"",""+53347"",""442229"",""700"",""1177"""
"1782,""05"",""champoleon"",""CHAMPOLEON"",""champoleon"",""Champoléon"",""C5145"",""XMPLN"",""05260"",""032"",""05032"",""2"",""14"",""6"",""127"",""113"",""100"",""1"",""98.54"",""6.23333"",""44.7333"",""4360"",""49689"",""+61540"",""444314"",""1173"",""3439"""
"1783,""05"",""espinasses"",""ESPINASSES"",""espinasses"",""Espinasses"",""E2152"",""ESPNSS"",""05190"",""050"",""05050"",""2"",""07"",""6"",""675"",""592"",""700"",""48"",""13.86"",""6.21667"",""44.4667"",""4320"",""49408"",""+61329"",""442800"",""637"",""1730"""
"1784,""05"",""saint-crepin-05"",""SAINT-CREPIN"",""saint crepin"",""Saint-Crépin"",""S532615"",""SNTKRPN"",""05600"",""136"",""05136"",""1"",""11"",""6"",""624"",""541"",""600"",""13"",""46.3"",""6.6"",""44.7"",""4745"",""49674"",""+63626"",""444224"",""894"",""2905"""
"1785,""05"",""saint-laurent-du-cros"",""SAINT-LAURENT-DU-CROS"",""saint laurent du cros"",""Saint-Laurent-du-Cros"",""S534653262"",""SNTLRNTTKRS"",""05500"",""148"",""05148"",""2"",""18"",""6"",""518"",""422"",""500"",""40"",""12.69"",""6.11667"",""44.65"",""4193"",""49604"",""+60639"",""443838"",""979"",""1366"""
"1786,""05"",""poligny-05"",""POLIGNY"",""poligny"",""Poligny"",""P425"",""PLKN"",""05500"",""104"",""05104"",""2"",""18"",""6"",""327"",""230"",""300"",""23"",""13.81"",""6.05"",""44.7"",""4123"",""49657"",""+60250"",""444130"",""896"",""2082"""
"1787,""05"",""mereuil"",""MEREUIL"",""mereuil"",""Méreuil"",""M640"",""MRL"",""05700"",""076"",""05076"",""2"",""22"",""6"",""89"",""78"",""100"",""8"",""10.61"",""5.73333"",""44.3833"",""3771"",""49319"",""+54350"",""442313"",""610"",""1546"""
"1788,""05"",""chabottes"",""CHABOTTES"",""chabottes"",""Chabottes"",""C132"",""XBTS"",""05260"",""029"",""05029"",""2"",""18"",""6"",""757"",""609"",""800"",""76"",""9.96"",""6.18333"",""44.65"",""4260"",""49604"",""+61015"",""443837"",""1028"",""1347"""
"1789,""05"",""montmorin-05"",""MONTMORIN"",""montmorin"",""Montmorin"",""M3565"",""MNTMRN"",""05150"",""088"",""05088"",""2"",""22"",""6"",""90"",""84"",""100"",""3"",""25.86"",""5.55"",""44.45"",""3562"",""49391"",""+53232"",""442705"",""719"",""1564"""
"1790,""05"",""etoile-saint-cyrice"",""ETOILE-SAINT-CYRICE"",""etoile saint cyrice"",""Étoile-Saint-Cyrice"",""E34253262"",""ETLSNTSRS"",""05700"",""051"",""05051"",""2"",""15"",""6"",""34"",""31"",""0"",""2"",""14.41"",""5.62806"",""44.3153"",""3657"",""49239"",""+53741"",""441855"",""698"",""1296"""
"1791,""05"",""ristolas"",""RISTOLAS"",""ristolas"",""Ristolas"",""R2342"",""RSTLS"",""05460"",""120"",""05120"",""1"",""01"",""6"",""90"",""78"",""100"",""1"",""82.18"",""6.95"",""44.7667"",""5132"",""49749"",""+65720"",""444625"",""1571"",""3294"""
"1792,""05"",""arvieux"",""ARVIEUX"",""arvieux"",""Arvieux"",""A612"",""ARFKS"",""05350"",""007"",""05007"",""1"",""01"",""6"",""375"",""356"",""400"",""5"",""72.62"",""6.73333"",""44.7667"",""4891"",""49741"",""+64420"",""444560"",""1138"",""2905"""
"1793,""05"",""prunieres-05"",""PRUNIERES"",""prunieres"",""Prunières"",""P6562"",""PRNRS"",""05230"",""106"",""05106"",""2"",""07"",""6"",""289"",""232"",""300"",""21"",""13.2"",""6.33333"",""44.55"",""4441"",""49491"",""+62000"",""443231"",""770"",""2390"""
"1794,""05"",""chapelle-en-valgaudemar"",""LA CHAPELLE-EN-VALGAUDEMAR"",""la chapelle en valgaudemar"",""La Chapelle-en-Valgaudémar"",""L2145142356"",""LXPLNFLKTMR"",""05800"",""064"",""05064"",""2"",""20"",""6"",""121"",""127"",""100"",""1"",""108.02"",""6.19473"",""44.817"",""4287"",""49797"",""+61141"",""444901"",""1022"",""3667"""
"1795,""05"",""neffes"",""NEFFES"",""neffes"",""Neffes"",""N120"",""NFS"",""05000"",""092"",""05092"",""2"",""23"",""6"",""747"",""570"",""700"",""89"",""8.36"",""6.03333"",""44.5"",""4095"",""49449"",""+60120"",""443016"",""633"",""892"""
"1796,""05"",""orcieres"",""ORCIERES"",""orcieres"",""Orcières"",""O6262"",""ORSRS"",""05170"",""096"",""05096"",""2"",""14"",""5"",""718"",""811"",""700"",""7"",""98.27"",""6.33333"",""44.6833"",""4431"",""49649"",""+61930"",""444104"",""1174"",""3117"""
"1797,""05"",""pelvoux"",""PELVOUX"",""pelvoux"",""Pelvoux"",""P412"",""PLFKS"",""05340"",""101"",""05101"",""1"",""02"",""6"",""467"",""399"",""400"",""6"",""76.23"",""6.48667"",""44.8692"",""4611"",""49855"",""+62912"",""445209"",""1179"",""4099"""
"1798,""05"",""benevent-et-charbillac"",""BENEVENT-ET-CHARBILLAC"",""benevent et charbillac"",""Bénévent-et-Charbillac"",""B515326142"",""BNFNTTXRBLK"",""05500"",""020"",""05020"",""2"",""18"",""6"",""270"",""260"",""300"",""22"",""12.15"",""6.08612"",""44.6975"",""4166"",""49664"",""+60510"",""444151"",""923"",""2058"""
"1799,""05"",""saint-veran"",""SAINT-VERAN"",""saint veran"",""Saint-Véran"",""S53165"",""SNTFRN"",""05350"",""157"",""05157"",""1"",""01"",""6"",""257"",""265"",""300"",""5"",""44.75"",""6.86667"",""44.7"",""5035"",""49667"",""+65206"",""444200"",""1756"",""3175"""
"1800,""05"",""lagrand"",""LAGRAND"",""lagrand"",""Lagrand"",""L2653"",""LKRNT"",""05300"",""069"",""05069"",""2"",""15"",""6"",""268"",""269"",""300"",""38"",""6.92"",""5.75"",""44.3333"",""3799"",""49268"",""+54521"",""442029"",""581"",""1219"""
"1801,""05"",""saint-bonnet-en-champsaur"",""SAINT-BONNET-EN-CHAMPSAUR"",""saint bonnet en champsaur"",""Saint-Bonnet-en-Champsaur"",""S53153525126"",""SNTBNTNXMPSR"",""05500"",""132"",""05132"",""2"",""18"",""5"",""1700"",""1449"",""1700"",""113"",""15.01"",""6.0764"",""44.682"",""4155"",""49647"",""+60435"",""444055"",""934"",""2358"""
"1802,""05"",""embrun"",""EMBRUN"",""embrun"",""Embrun"",""E5165"",""EMRN"",""05200"",""046"",""05046"",""2"",""08"",""5"",""6110"",""6186"",""6300"",""167"",""36.39"",""6.5"",""44.5667"",""4621"",""49517"",""+62943"",""443354"",""778"",""2800"""
"1803,""05"",""eygliers"",""EYGLIERS"",""eygliers"",""Eygliers"",""E2462"",""EKLRS"",""05600"",""052"",""05052"",""1"",""11"",""6"",""730"",""697"",""700"",""24"",""30.04"",""6.63389"",""44.6759"",""4775"",""49640"",""+63802"",""444033"",""881"",""2670"""
"1804,""05"",""champcella"",""CHAMPCELLA"",""champcella"",""Champcella"",""C5124"",""XMPSL"",""05310"",""031"",""05031"",""1"",""02"",""6"",""174"",""142"",""200"",""5"",""30.25"",""6.57139"",""44.7228"",""4705"",""49692"",""+63417"",""444322"",""900"",""3156"""
"1805,""05"",""puy-saint-eusebe"",""PUY-SAINT-EUSEBE"",""puy saint eusebe"",""Puy-Saint-Eusèbe"",""P25321"",""PSNTSB"",""05200"",""108"",""05108"",""2"",""21"",""6"",""128"",""115"",""100"",""11"",""11.31"",""6.41667"",""44.5667"",""4516"",""49520"",""+62404"",""443404"",""860"",""2620"""
"1806,""05"",""chateauroux-les-alpes"",""CHATEAUROUX-LES-ALPES"",""chateauroux les alpes"",""Châteauroux-les-Alpes"",""C36242412"",""XTRKSLSLPS"",""05380"",""036"",""05036"",""2"",""08"",""6"",""1117"",""943"",""1100"",""12"",""92.84"",""6.51667"",""44.6167"",""4650"",""49572"",""+63119"",""443652"",""811"",""3120"""
"1807,""05"",""crots"",""CROTS"",""crots"",""Crots"",""C632"",""KRTS"",""05200"",""045"",""05045"",""2"",""08"",""6"",""933"",""723"",""900"",""17"",""53.84"",""6.47112"",""44.5337"",""4594"",""49482"",""+62816"",""443201"",""778"",""2896"""
"4434,""13"",""roquefort-la-bedoule"",""ROQUEFORT-LA-BEDOULE"",""roquefort la bedoule"",""Roquefort-la-Bédoule"",""R21634134"",""RKFRTLBTL"",""13830"",""085"",""13085"",""3"",""54"",""6"",""5052"",""4733"",""5000"",""162"",""31.15"",""5.61667"",""43.25"",""3616"",""48053"",""+53527"",""431451"",""158"",""567"""
"4435,""13"",""saint-victoret"",""SAINT-VICTORET"",""saint victoret"",""Saint-Victoret"",""S5312363"",""SNTFKTRT"",""13730"",""102"",""13102"",""4"",""36"",""6"",""6561"",""6806"",""6500"",""1387"",""4.73"",""5.23333"",""43.4167"",""3219"",""48245"",""+51400"",""432515"",""15"",""120"""
"4436,""13"",""saint-antonin-sur-bayon"",""SAINT-ANTONIN-SUR-BAYON"",""saint antonin sur bayon"",""Saint-Antonin-sur-Bayon"",""S535352615"",""SNTNTNNSRBYN"",""13100"",""090"",""13090"",""1"",""34"",""6"",""137"",""165"",""100"",""7"",""17.57"",""5.58333"",""43.5167"",""3607"",""48354"",""+53458"",""433106"",""277"",""1015"""
"4437,""13"",""salon-de-provence"",""SALON-DE-PROVENCE"",""salon de provence"",""Salon-de-Provence"",""S45316152"",""SLNTPRFNS"",""13300"",""103"",""13103"",""1"",""32"",""5"",""43152"",""37098"",""41400"",""613"",""70.3"",""5.1"",""43.6333"",""3067"",""48489"",""+50550"",""433826"",""53"",""325"""
"4438,""13"",""lamanon"",""LAMANON"",""lamanon"",""Lamanon"",""L500"",""LMNN"",""13113"",""049"",""13049"",""2"",""09"",""6"",""1747"",""1713"",""1700"",""91"",""19.19"",""5.08333"",""43.7"",""3055"",""48558"",""+50511"",""434207"",""94"",""326"""
